09/10/2022
Andover Dunn vs. Peabody Lasers
2 to 1
G6GM1G1-28469
09/17/2022
Marblehead MILITIA vs. Andover Dunn
0 to 1
G6GM1G1-28459
09/24/2022
Newburyport Blizzard vs. Andover Dunn
4 to 1
G6GM1G1-28458
10/01/2022
Andover Dunn vs. Topsfield Masco Vipers
5 to 3
G6GM1G1-28464
10/15/2022
Andover Dunn vs. Newburyport Blizzard
3 to 1
G6GM1G1-28473
10/22/2022
Woburn Storm vs. Andover Dunn
2 to 2
G6GM1G1-28466
10/29/2022
Topsfield Masco Vipers vs. Andover Dunn
3 to 3
G6GM1G1-28479
11/05/2022
Andover Dunn vs. Marblehead MILITIA
5 to 0
G6GM1G1-28474
09/10/2022
Topsfield Masco Vipers vs. Woburn Storm
2 to 2
G6GM1G1-28470
09/17/2022
Woburn Storm vs. Peabody Lasers
1 to 0
G6GM1G1-28461
09/24/2022
Woburn Storm vs. Marblehead MILITIA
3 to 0
G6GM1G1-28456
10/01/2022
Newburyport Blizzard vs. Woburn Storm
0 to 1
G6GM1G1-28463
10/15/2022
Marblehead MILITIA vs. Woburn Storm
0 to 3
G6GM1G1-28471
10/22/2022
Woburn Storm vs. Andover Dunn
2 to 2
G6GM1G1-28466
10/29/2022
Woburn Storm vs. Newburyport Blizzard
3 to 1
G6GM1G1-28478
11/05/2022
Peabody Lasers vs. Woburn Storm
4 to 0
G6GM1G1-28476
09/10/2022
Topsfield Masco Vipers vs. Woburn Storm
2 to 2
G6GM1G1-28470
09/17/2022
Topsfield Masco Vipers vs. Newburyport Blizzard
3 to 2
G6GM1G1-28460
09/24/2022
Peabody Lasers vs. Topsfield Masco Vipers
0 to 3
G6GM1G1-28457
10/01/2022
Andover Dunn vs. Topsfield Masco Vipers
5 to 3
G6GM1G1-28464
10/15/2022
Topsfield Masco Vipers vs. Peabody Lasers
4 to 2
G6GM1G1-28472
10/22/2022
Marblehead MILITIA vs. Topsfield Masco Vipers
0 to 3
G6GM1G1-28465
10/29/2022
Topsfield Masco Vipers vs. Andover Dunn
3 to 3
G6GM1G1-28479
11/05/2022
Newburyport Blizzard vs. Topsfield Masco Vipers
1 to 1
G6GM1G1-28475
09/10/2022
Andover Dunn vs. Peabody Lasers
2 to 1
G6GM1G1-28469
09/17/2022
Woburn Storm vs. Peabody Lasers
1 to 0
G6GM1G1-28461
09/24/2022
Peabody Lasers vs. Topsfield Masco Vipers
0 to 3
G6GM1G1-28457
10/01/2022
Peabody Lasers vs. Marblehead MILITIA
2 to 1
G6GM1G1-28462
10/15/2022
Topsfield Masco Vipers vs. Peabody Lasers
4 to 2
G6GM1G1-28472
10/22/2022
Peabody Lasers vs. Newburyport Blizzard
2 to 2
G6GM1G1-28467
10/29/2022
Marblehead MILITIA vs. Peabody Lasers
1 to 0
G6GM1G1-28477
11/05/2022
Peabody Lasers vs. Woburn Storm
4 to 0
G6GM1G1-28476
09/10/2022
Newburyport Blizzard vs. Marblehead MILITIA
1 to 1
G6GM1G1-28468
09/17/2022
Topsfield Masco Vipers vs. Newburyport Blizzard
3 to 2
G6GM1G1-28460
09/24/2022
Newburyport Blizzard vs. Andover Dunn
4 to 1
G6GM1G1-28458
10/01/2022
Newburyport Blizzard vs. Woburn Storm
0 to 1
G6GM1G1-28463
10/15/2022
Andover Dunn vs. Newburyport Blizzard
3 to 1
G6GM1G1-28473
10/22/2022
Peabody Lasers vs. Newburyport Blizzard
2 to 2
G6GM1G1-28467
10/29/2022
Woburn Storm vs. Newburyport Blizzard
3 to 1
G6GM1G1-28478
11/05/2022
Newburyport Blizzard vs. Topsfield Masco Vipers
1 to 1
G6GM1G1-28475
09/10/2022
Newburyport Blizzard vs. Marblehead MILITIA
1 to 1
G6GM1G1-28468
